comment,label,comment_length,comment_cleaned
سوسیس هاش بودی نپختگی و بدی می‌داد,0,34,سوسیس هاش بودی نپختگی و بدی میداد
باروژ مثل همیشه عالییپیک هم که مثل همیشه سر تامی که زده بود رسید,1,64,باروژ مثل همیشه عالییپیک هم که مثل همیشه سر تامی که زده بود رسید
عالی بود … خیلی خوب و داغ و سریع و البته خوشمزه,1,47,عالی بود  خیلی خوب و داغ و سریع و البته خوشمزه
نیم کیلو رولت سفارش داده بودم که به جاش نیم کیلو شیرینی‌تر مخلوط فرستادن شامل نون خامه‌ای، شیرینی‌تر شکلاتی و یک نوع رولت به جز نون خامه‌ای که خوب بود کیفیت بقیه شیرینی‌ها متوسط بود,0,181,نیم کیلو رولت سفارش داده بودم که به جاش نیم کیلو شیرینیتر مخلوط فرستادن شامل نون خامهای شیرینیتر شکلاتی و یک نوع رولت به جز نون خامهای که خوب بود کیفیت بقیه شیرینیها متوسط بود
عالی بود خیلی خوش‌مزه بود کیفیتتون نسبت به قیمت‌ها واقعا عالی موفق باشید,1,72,عالی بود خیلی خوشمزه بود کیفیتتون نسبت به قیمتها واقعا عالی موفق باشید
سالاد سزار افتضاح بود، مونده بود کاهو و سس سزار خیلی بدمزه بود ساندویچ تنوری ویژه هم خیلی بد بود سرد بره به نسبت خوب بود,0,120,سالاد سزار افتضاح بود مونده بود کاهو و سس سزار خیلی بدمزه بود ساندویچ تنوری ویژه هم خیلی بد بود سرد بره به نسبت خوب بود
ما یه آب هم توی سفارشمون داشتیم که خب خیلی ساده ارسال نکردین!,0,61,ما یه آب هم توی سفارشمون داشتیم که خب خیلی ساده ارسال نکردین
همه چیز عالی بود و این اضافه شدن تنوع خیلی خیلی عالی ترش کرده ممنون,1,67,همه چیز عالی بود و این اضافه شدن تنوع خیلی خیلی عالی ترش کرده ممنون
بسیار عالی وخوب بود,1,19,بسیار عالی وخوب بود
Slm vaqean mahsolat khoban vali moteasefane chand roze to mahdode service dehi nistim mmnon misham dobare to mahdode qarar bgirim,1,129,Slm vaqean mahsolat khoban vali moteasefane chand roze to mahdode service dehi nistim mmnon misham dobare to mahdode qarar bgirim
به مای قیمه قرمه فرستادید و با یک ساعت و نیم تاخیر سفارش رو رسوندید,0,67,به مای قیمه قرمه فرستادید و با یک ساعت و نیم تاخیر سفارش رو رسوندید
غذا مثل همیشه خوشمزه. اما برای دومین بار در همین اواخر که در ارسال سفارشات دقیقت نمی‌کنند و سرویس درخواستی کامل ازسال نمی‌شود. در کل من بازهم سفارش خواهم داد.,1,158,غذا مثل همیشه خوشمزه اما برای دومین بار در همین اواخر که در ارسال سفارشات دقیقت نمیکنند و سرویس درخواستی کامل ازسال نمیشود در کل من بازهم سفارش خواهم داد
از دورچینی که تو جزئیات غذا نوشته‌شده فقط یه گوجه کبابی بود.,1,60,از دورچینی که تو جزئیات غذا نوشتهشده فقط یه گوجه کبابی بود
خوشمزه بود مثل همیشه,1,20,خوشمزه بود مثل همیشه
کروسان شدیدا بو و مزه تخم‌مرغ میده غیر قابل خوردنه,1,50,کروسان شدیدا بو و مزه تخممرغ میده غیر قابل خوردنه
توی ظرف فومی بسته بندی میشه، ظرف غذای من آب شده بود! احتمالا به غذا هم این مواد شیمیایی نفوذ کرذه یا چسبیده، من‌بعد از خودن متوجه شدم والا عمرا این غذا رو استفاده می‌کردم.,0,171,توی ظرف فومی بسته بندی میشه ظرف غذای من آب شده بود احتمالا به غذا هم این مواد شیمیایی نفوذ کرذه یا چسبیده منبعد از خودن متوجه شدم والا عمرا این غذا رو استفاده میکردم
همه چیز عالی بود از کیفیت غذا گرفته تا تحویل پیش از موقع مقرر ممنون,1,67,همه چیز عالی بود از کیفیت غذا گرفته تا تحویل پیش از موقع مقرر ممنون
غذا رو یخ‌زده تحویل دادن با ۱ / ۵ ساعت تاخیر، حجم غذا هم فوق‌العاده کم شده نسبت به سفارش‌های قبلی,0,97,غذا رو یخزده تحویل دادن با    ساعت تاخیر حجم غذا هم فوقالعاده کم شده نسبت به سفارشهای قبلی
این ساندویچ با سس خامه، بهترین ساندویچ شهره! همیشه همینجور بمونین.,1,66,این ساندویچ با سس خامه بهترین ساندویچ شهره همیشه همینجور بمونین
… baraye ye cheeseburger va seeb zamini ۳۵ tomans vaghean gerone hamejaye donya in combo hastesh na inke joda begirim- keyfiat ham mamuli ru be khoob-.,1,151,baraye ye cheeseburger va seeb zamini  tomans vaghean gerone hamejaye donya in combo hastesh na inke joda begirim keyfiat ham mamuli ru be khoob
سالاد دو ساعت و نیم طول کشید که بیاد,0,36,سالاد دو ساعت و نیم طول کشید که بیاد
تاریخ یکی از ماستها کمه,0,23,تاریخ یکی از ماستها کمه
فوق‌العاده تازه و خوشمزه,1,24,فوقالعاده تازه و خوشمزه
پیتزا مخلوط عالی و خوشمزه بود. انشالله همیشه کیفیت حفظ بشه سپاس,1,63,پیتزا مخلوط عالی و خوشمزه بود انشالله همیشه کیفیت حفظ بشه سپاس
بدترین غذایی که تو عمرم خوردم! هیچ مزه‌ای نداشت!,0,48,بدترین غذایی که تو عمرم خوردم هیچ مزهای نداشت
خوشمزه بود البته یکمی شیرینیش زیاد بود,1,38,خوشمزه بود البته یکمی شیرینیش زیاد بود
کاش برای کمتر از ۱ کیلو هم ارسال داشتند.,1,40,کاش برای کمتر از  کیلو هم ارسال داشتند
متاسفانه برخلاف غذای اصلی سیب‌زمینی ویژه کیفیت مطلوبی نداشت,1,59,متاسفانه برخلاف غذای اصلی سیبزمینی ویژه کیفیت مطلوبی نداشت
با توجه به اینکه در منو نوشته‌شده حدودا ۵۰ عدد این الان ۲۰ عدد هم نیست خوب چرا اشتباه می‌گویید,0,94,با توجه به اینکه در منو نوشتهشده حدودا  عدد این الان  عدد هم نیست خوب چرا اشتباه میگویید
خیلی خوشمزه و لذیذ بود,1,22,خیلی خوشمزه و لذیذ بود
بابت سفارش غذای بیرون بر چرا باید مالیات بدیم به این رستوران؟ مالیاتی که خودشون باید بدن,0,88,بابت سفارش غذای بیرون بر چرا باید مالیات بدیم به این رستوران مالیاتی که خودشون باید بدن
لطفا به قسمت توضیحات مشتری توجه کنید تا مشکلی پیش نیاد. ممنون,1,61,لطفا به قسمت توضیحات مشتری توجه کنید تا مشکلی پیش نیاد ممنون
کلا ایول داری خدایی.. همیشه عالی,1,32,کلا ایول داری خدایی همیشه عالی
دقت نکرده بودند بجای ذرت. پفک ارسال‌شده بود.,0,44,دقت نکرده بودند بجای ذرت پفک ارسالشده بود
در سفارش اولد فشن فرایز ثبت شد و مبلغ آن پرداخت شد أما فرایز معمولی فرستاده شد,1,78,در سفارش اولد فشن فرایز ثبت شد و مبلغ آن پرداخت شد أما فرایز معمولی فرستاده شد
کیفیت غذا بسیار عالی با قیمت مناسب,1,34,کیفیت غذا بسیار عالی با قیمت مناسب
کیفیتش اصلا مثل قبل نیست قیمت رو برده بالا وکیفیت رو هم آورده پایین قبلا جزو بهترین برگرها بود,0,94,کیفیتش اصلا مثل قبل نیست قیمت رو برده بالا وکیفیت رو هم آورده پایین قبلا جزو بهترین برگرها بود
شیرینی‌ها در حین انتقال پراکنده‌شده و بسته‌بندی‌ها بهم ریخته بود.,0,65,شیرینیها در حین انتقال پراکندهشده و بستهبندیها بهم ریخته بود
برگر سوخته بود. پنیر اصلا آب نشده بود و به همان صورت که از بسته خارج می‌شود روی برگر گذاشته‌شده بود: (,0,102,برگر سوخته بود پنیر اصلا آب نشده بود و به همان صورت که از بسته خارج میشود روی برگر گذاشتهشده بود
به معنای واقعی عالی بود. ممنون.,1,31,به معنای واقعی عالی بود ممنون
خوشمزه بود ولی زمانی که به دست ما رسید خیلی سرد بود,1,51,خوشمزه بود ولی زمانی که به دست ما رسید خیلی سرد بود
کیفیت مرغ خیلی خوب بود مرسی,1,27,کیفیت مرغ خیلی خوب بود مرسی
ساعت بیشتر شد تا سفارش به دستم رسید,0,35,ساعت بیشتر شد تا سفارش به دستم رسید
به جای کرم‌کارامل پ-ن-کوتای دنت فرستادن، واقعا چه ربطی به هم داره؟ ودقیقا چرا اسنپ اکسپرس دقیقا ۱۰ دقیقه قبل از تحویل کالا اعلام میکنه تحویل داده‌شده؟,0,150,به جای کرمکارامل پنکوتای دنت فرستادن واقعا چه ربطی به هم داره ودقیقا چرا اسنپ اکسپرس دقیقا  دقیقه قبل از تحویل کالا اعلام میکنه تحویل دادهشده
هزینه ارسال بسیار بالا نسبت به مسافت,0,36,هزینه ارسال بسیار بالا نسبت به مسافت
اونقدر اسمارتیز وهله هوله روش بود گذاشتیم تو فریزر و نخوردیم تا طعم بستنی را بچشیم بستنی زعفرانیش با بستنی نعمت‌هایی که در سراسر ایران خورده بودیم خیلی فرق داشت و بستنی نعمت نبود,1,178,اونقدر اسمارتیز وهله هوله روش بود گذاشتیم تو فریزر و نخوردیم تا طعم بستنی را بچشیم بستنی زعفرانیش با بستنی نعمتهایی که در سراسر ایران خورده بودیم خیلی فرق داشت و بستنی نعمت نبود
غذا خوشمزه و گرم اما یک ساعت و بیست دقیقه طول کشید تا به دستمون برسه. با اینکه مسافت بسیار نزدیک بود,1,100,غذا خوشمزه و گرم اما یک ساعت و بیست دقیقه طول کشید تا به دستمون برسه با اینکه مسافت بسیار نزدیک بود
کیفیت برنج خوب.. مجموعا خوب بود,1,31,کیفیت برنج خوب مجموعا خوب بود
در محل تحویل داده نشد کلی راه پیاده طی کردم تا تحویل بگیرم از کوچه پشتی راه برای تحویل بود ولی پیک امتناع کرد,0,109,در محل تحویل داده نشد کلی راه پیاده طی کردم تا تحویل بگیرم از کوچه پشتی راه برای تحویل بود ولی پیک امتناع کرد
غذا خیلی زود رسید، ۲۰ دقیقه، گرم بود با مخلفات مناسب (ریحون تمیز و تازه)، کباب خوشمزه بود و بعد از چند ساعت هم احساس سنگینی نمی‌کنم. حجم برنج زیاد بود و کیفیت مناسب، لذا دو سیخ رو پیشنهاد می‌کنم,1,194,غذا خیلی زود رسید  دقیقه گرم بود با مخلفات مناسب ریحون تمیز و تازه کباب خوشمزه بود و بعد از چند ساعت هم احساس سنگینی نمیکنم حجم برنج زیاد بود و کیفیت مناسب لذا دو سیخ رو پیشنهاد میکنم
برای یه مهمونی بزرگ سفارش دادم. تک‌تک غذاها عالی بود. تمام مهمان‌ها راضی بودند. حسابی دستتون درد نکنه. مخصوصا که تخفیف خوبی روی رستوران گذاشته بودید. موفق باشید,1,160,برای یه مهمونی بزرگ سفارش دادم تکتک غذاها عالی بود تمام مهمانها راضی بودند حسابی دستتون درد نکنه مخصوصا که تخفیف خوبی روی رستوران گذاشته بودید موفق باشید
غذا ۱ ساعت و ۲۰ دقیقه پس از سفارش و سرد تحویل داده شد. همچنین بنده به پیک گفتم اگر غذا سرد است بازگردانید و ایشان به دروغ گفتن غذا گرم است و همین حالا حاضر شده ولی اینطور نبود,0,175,غذا  ساعت و  دقیقه پس از سفارش و سرد تحویل داده شد همچنین بنده به پیک گفتم اگر غذا سرد است بازگردانید و ایشان به دروغ گفتن غذا گرم است و همین حالا حاضر شده ولی اینطور نبود
کیفیت غذا خوب بود فقط سرد شده بود. با توجه به اینکه فاصله رستوران تا منزل چندان زیاد نبود اما غذا سرد به دست ما رسید.,1,117,کیفیت غذا خوب بود فقط سرد شده بود با توجه به اینکه فاصله رستوران تا منزل چندان زیاد نبود اما غذا سرد به دست ما رسید
غذا اصلا طعم خوبی نداشته و گوشت تازه بنظر نمی‌آمد,0,49,غذا اصلا طعم خوبی نداشته و گوشت تازه بنظر نمیآمد
با سلام مثل همیشه عالی بود ممنون,1,32,با سلام مثل همیشه عالی بود ممنون
سس‌هایی که در بسته قرارداده شده بود، بسیار بد بودند اصلا مزه خوبی نداشتند و بسیار بی‌مزه,0,88,سسهایی که در بسته قرارداده شده بود بسیار بد بودند اصلا مزه خوبی نداشتند و بسیار بیمزه
کیفیت نان پایین هست.,1,20,کیفیت نان پایین هست
نوشابه هم سفارش داده بودم که مبلغش دریافت ولی ارسال نشد,0,55,نوشابه هم سفارش داده بودم که مبلغش دریافت ولی ارسال نشد
ممنون، عالی بود هم غذا هم‌زمان رسیدن هم پیگیری,1,46,ممنون عالی بود هم غذا همزمان رسیدن هم پیگیری
برخورد پیک اصلا مناسب نبود,1,26,برخورد پیک اصلا مناسب نبود
کیفیت میوه‌ها وطعمشون عالی بودند. ممنونم,1,40,کیفیت میوهها وطعمشون عالی بودند ممنونم
ایندفعه کیفیت غذا خیلی بد بود,0,29,ایندفعه کیفیت غذا خیلی بد بود
لذت بردم.. خیلی عالی و خوشمزه بود ممنون,1,39,لذت بردم خیلی عالی و خوشمزه بود ممنون
به هیچ وجه اصلا خوب نبود بعد از ۲ ساعت و نیم تاخیر رسید بعدشم تنظیمات کیک بهم خورده بود,0,87,به هیچ وجه اصلا خوب نبود بعد از  ساعت و نیم تاخیر رسید بعدشم تنظیمات کیک بهم خورده بود
ی ذره نه در حد اینکه مشکلی باشه اما سرد شده بود همین وگرنه مثل همیشه عالی,1,73,ی ذره نه در حد اینکه مشکلی باشه اما سرد شده بود همین وگرنه مثل همیشه عالی
بسیار عالی، زودتر از موعد و گرم و خوش‌طعم به دستم رسید، مطمئنا باز هم سفارش خواهم داد,1,85,بسیار عالی زودتر از موعد و گرم و خوشطعم به دستم رسید مطمئنا باز هم سفارش خواهم داد
یه چیزی بزنید جوجه‌ها مزه بگیره.. برنجشم خوب نبود,1,49,یه چیزی بزنید جوجهها مزه بگیره برنجشم خوب نبود
این ساندویچ افتضاح بود، خیلی بدمزه، حالم بد شد واقعا، مرغ مونده و طمع موندگی داشت … من همیشه از نامی نولند راضی بودم ولی اینبار خیلی بد بود، لطفا کیفیت این ساندویچ تونو ببرین بالا,0,179,این ساندویچ افتضاح بود خیلی بدمزه حالم بد شد واقعا مرغ مونده و طمع موندگی داشت  من همیشه از نامی نولند راضی بودم ولی اینبار خیلی بد بود لطفا کیفیت این ساندویچ تونو ببرین بالا
بسیار بد و بی‌کیفیت,0,19,بسیار بد و بیکیفیت
چند بار سفارش دادم، همه چی عالی بوده و خیلی سریع آوردند.,1,56,چند بار سفارش دادم همه چی عالی بوده و خیلی سریع آوردند
پیتزا مخلوط خوب بود، اما به جای بیگ بیر ایستک فرستادن,1,53,پیتزا مخلوط خوب بود اما به جای بیگ بیر ایستک فرستادن
وقتی یک خط نوشته را که عرض کردم بر روی کیک نوشته شود را قادر به درج نیستید، لطفا تماس گرفته شود تا سفارش را لغو نماییم و در نهایت می‌توانیم حضوری از جای دیگر خرید نماییم.,0,170,وقتی یک خط نوشته را که عرض کردم بر روی کیک نوشته شود را قادر به درج نیستید لطفا تماس گرفته شود تا سفارش را لغو نماییم و در نهایت میتوانیم حضوری از جای دیگر خرید نماییم
انگار نون لواش بود با سوسیس هیچ پنیر و مخلفات نداشت,0,51,انگار نون لواش بود با سوسیس هیچ پنیر و مخلفات نداشت
خمیر دور نون زیاد بود و سس الفردو برای روی پیتزا شل بود ولی طعمش و دوست داشتم ممنون,1,83,خمیر دور نون زیاد بود و سس الفردو برای روی پیتزا شل بود ولی طعمش و دوست داشتم ممنون
عالیه، همه محصولات تاریخ‌دار و به‌روز بود، ممنون که تو این بارون ارسال کردین,1,76,عالیه همه محصولات تاریخدار و بهروز بود ممنون که تو این بارون ارسال کردین
خوب بود بموقع رسید کیفیت قابل‌قبول بود با این قیمت مرسی,1,55,خوب بود بموقع رسید کیفیت قابلقبول بود با این قیمت مرسی
بسیار عالی توضیحات رو کاملا انجام دادند ک خیلی خوشم اومد فقط یکم اگه کیفیت نان بیشتر می‌بود عالی می‌شد ولی خب البته آخر وقت معمولا خود ب خود از کیفیت نان کمی کاسته میشه ولی درکل از انتخابم راضی‌ام,1,196,بسیار عالی توضیحات رو کاملا انجام دادند ک خیلی خوشم اومد فقط یکم اگه کیفیت نان بیشتر میبود عالی میشد ولی خب البته آخر وقت معمولا خود ب خود از کیفیت نان کمی کاسته میشه ولی درکل از انتخابم راضیام
خیلی سریع رسید و در کل طعم خوبی داشت,1,36,خیلی سریع رسید و در کل طعم خوبی داشت
نون شیرمال خرما و گردو اصلا شبیه تصویرش نبود.,1,45,نون شیرمال خرما و گردو اصلا شبیه تصویرش نبود
ساندویچ‌ها به شدت مزه روغن چندبار مصرف میدادن کیفیت باروژ به شدت افت کرده,0,73,ساندویچها به شدت مزه روغن چندبار مصرف میدادن کیفیت باروژ به شدت افت کرده
سفارشم جوجه فیله بود که خوب پخته‌شده بود ولی خشک نبود وطعمش هم مناسب بود. برنج هم خوب بود.,1,90,سفارشم جوجه فیله بود که خوب پختهشده بود ولی خشک نبود وطعمش هم مناسب بود برنج هم خوب بود
بله مثل همیشه عالی,1,18,بله مثل همیشه عالی
خیلی سریع به دستمون رسید تشکر از برخورد خوب پیک,1,47,خیلی سریع به دستمون رسید تشکر از برخورد خوب پیک
خیلی ممنونم عالی فقط گزینه نان تست اضافه رو فعال کرده بودم ولی همراه سفارش نبود: - (,1,84,خیلی ممنونم عالی فقط گزینه نان تست اضافه رو فعال کرده بودم ولی همراه سفارش نبود
شکلات اسنیکرز خیلی قدیمی بود وقتی باز کردم مشخص بود جنس قدیمی و خیلی وقته که فروش نرفته واقعا پولمو دور ریختم!,0,110,شکلات اسنیکرز خیلی قدیمی بود وقتی باز کردم مشخص بود جنس قدیمی و خیلی وقته که فروش نرفته واقعا پولمو دور ریختم
حجم غذا زیاد ولی کیفیت افتضاح بود، با کوچکترین تکون مواد سوخاری از مرغ جدا می‌شد می‌موند مرغ سفت و نیم‌پز!,0,106,حجم غذا زیاد ولی کیفیت افتضاح بود با کوچکترین تکون مواد سوخاری از مرغ جدا میشد میموند مرغ سفت و نیمپز
از همه لحاظ عالی ممنونم,1,23,از همه لحاظ عالی ممنونم
شما عالی بودید و هستید,1,22,شما عالی بودید و هستید
متاسفانه کیفیت پیتزا سیب با اوایل شروع به کار این برند اصلا قابل‌مقایسه نیست، کیفیت به شدت افت کرده، ساندویچی که بنده سفارش دادم مرغ که مقداریش سوخته بود و طعم کل غذا رو خراب کرده بود,0,183,متاسفانه کیفیت پیتزا سیب با اوایل شروع به کار این برند اصلا قابلمقایسه نیست کیفیت به شدت افت کرده ساندویچی که بنده سفارش دادم مرغ که مقداریش سوخته بود و طعم کل غذا رو خراب کرده بود
در منوی غذا عنوان‌شده با سالاد مخصوص کلم، در حالیکه غذای ارسال‌شده فاقد آن بود.,0,79,در منوی غذا عنوانشده با سالاد مخصوص کلم در حالیکه غذای ارسالشده فاقد آن بود
به هیچ وجه راضی نبودم. اصلا کیفیت نداشت.,0,40,به هیچ وجه راضی نبودم اصلا کیفیت نداشت
عدم تحویل درب واحد توسط اسنپ فود و سفارشها در آسانسور گذاشته شد، گران بودن خلال کمانی ایرانی با کیفیت پایین,0,107,عدم تحویل درب واحد توسط اسنپ فود و سفارشها در آسانسور گذاشته شد گران بودن خلال کمانی ایرانی با کیفیت پایین
من ماست و خیار کاله سفارش داده بودم ولی ماست و بورانی آوردن. و راضی نبودم از این نظر,0,84,من ماست و خیار کاله سفارش داده بودم ولی ماست و بورانی آوردن و راضی نبودم از این نظر
ساعت ۹ ٫ ۳۰ سافارش دادیم ساعت ۱۱ ٫ ۳۰ دستمون رسوندن پیگیری کنین,0,63,ساعت    سافارش دادیم ساعت    دستمون رسوندن پیگیری کنین
غذا و حجمش خیلی خوب بود داغ و سر وقت رسید. قیمت در فود پارتی عالی. ممنون از چلوکباب اسلامی و اسنپ فود.,1,102,غذا و حجمش خیلی خوب بود داغ و سر وقت رسید قیمت در فود پارتی عالی ممنون از چلوکباب اسلامی و اسنپ فود
نان سوخاری خرد شده بود,1,22,نان سوخاری خرد شده بود
ممنونم از سرویس‌دهی مناسب.,1,26,ممنونم از سرویسدهی مناسب
بسیار بسیار دیر تحویل دادن یعنی حدود دو ساعت بعد از سفارش به من تحویل دادن سرد سرد بود و به هیچ دردی نمی‌خورد,0,109,بسیار بسیار دیر تحویل دادن یعنی حدود دو ساعت بعد از سفارش به من تحویل دادن سرد سرد بود و به هیچ دردی نمیخورد
یکی از اقلام‌سفارش یک‌کیلو موز بود که نصف موزها ته کنده شده و خیلی رسیده و له داشتن.,0,84,یکی از اقلامسفارش یککیلو موز بود که نصف موزها ته کنده شده و خیلی رسیده و له داشتن
همبرگر طعم چربی و خیلی بدی داشت,0,31,همبرگر طعم چربی و خیلی بدی داشت
همبرگرتون هیچی جز یه ذره گوشت و کاهو نداشت,0,42,همبرگرتون هیچی جز یه ذره گوشت و کاهو نداشت
قبلا سالاد تازه بود چند نوبت است که سالاد تازه نیست و ریحان‌ها و کاهوها له شده‌اند. غذا با تاخیر بیش از یک ساعت رسید,0,116,قبلا سالاد تازه بود چند نوبت است که سالاد تازه نیست و ریحانها و کاهوها له شدهاند غذا با تاخیر بیش از یک ساعت رسید
نون‌های باکیفیت و تازه، به موقع سر میز صبحانه چی از این بهتر,1,60,نونهای باکیفیت و تازه به موقع سر میز صبحانه چی از این بهتر
چرا رستوران باید به میل خودش روی سیب‌زمینی رو پر کنه از فلفل؟ سلیقه مشتری رو مگه میدونه,0,87,چرا رستوران باید به میل خودش روی سیبزمینی رو پر کنه از فلفل سلیقه مشتری رو مگه میدونه
برخی اقلام سفارشی با کیفیت بسیار پایین بود. کره نیمه آب شده بود. موزها سیاه بودند و یکی پوستش کنده شده بود. سیب‌زمینی خراب بود,0,126,برخی اقلام سفارشی با کیفیت بسیار پایین بود کره نیمه آب شده بود موزها سیاه بودند و یکی پوستش کنده شده بود سیبزمینی خراب بود
سرعت ارسال بالا بود و غذا خیلی زود به دستم رسید کیفیت غذا هم عالی بود,1,69,سرعت ارسال بالا بود و غذا خیلی زود به دستم رسید کیفیت غذا هم عالی بود
با توجه به مسافت بسیار نزدیک با فست فود متاسفانه هر دو سفارش کاملا سرد بود,0,74,با توجه به مسافت بسیار نزدیک با فست فود متاسفانه هر دو سفارش کاملا سرد بود
تازه و ارسال سریع,1,17,تازه و ارسال سریع
کمتر از نیم ساعت رسید,1,21,کمتر از نیم ساعت رسید
ممنون خوب بود فقط بجای آب معدنی کوچک نیم لیتری آب معدنی بزرگ یک و نیم لیتری ارسال شد ولی در کل چینش خریدها و ارسالشون خوب انجام شد ممنون از عزیزان سوپرمارکت هروی.,1,162,ممنون خوب بود فقط بجای آب معدنی کوچک نیم لیتری آب معدنی بزرگ یک و نیم لیتری ارسال شد ولی در کل چینش خریدها و ارسالشون خوب انجام شد ممنون از عزیزان سوپرمارکت هروی
کیفیت عالی بود اگه همیشه بمونه واقعا خوشمزه بود,1,47,کیفیت عالی بود اگه همیشه بمونه واقعا خوشمزه بود
پای اناناس تازه نبود,1,20,پای اناناس تازه نبود
سپاس خوب بود ولی یکم سرد بود در کل خوب بود,1,42,سپاس خوب بود ولی یکم سرد بود در کل خوب بود
کیفیت مرغ عالی، نون عالی و‌تر و تازه، میشه گفت تاخیر هم نداشت,1,61,کیفیت مرغ عالی نون عالی وتر و تازه میشه گفت تاخیر هم نداشت
از پرپروک توقع ارسال همچنین پیتزایی نداشتم بقدری بی‌کیفیت بود که کل غذا رو دور ریختم تو ماه رمضان اگر امکان پخت پیتزا نیست پس ازخودتون غذا اختراع نکنید,0,151,از پرپروک توقع ارسال همچنین پیتزایی نداشتم بقدری بیکیفیت بود که کل غذا رو دور ریختم تو ماه رمضان اگر امکان پخت پیتزا نیست پس ازخودتون غذا اختراع نکنید
پای سیب خوب بود ولی شیرینی آلمانی خشک و مونده بود. کیفیت مناسبی نداشت.,0,70,پای سیب خوب بود ولی شیرینی آلمانی خشک و مونده بود کیفیت مناسبی نداشت
پول اووکادو رو می‌گیرین اما ذره‌ای اووکادو داخل املت نیست کیفیت غذا با سفارش حضوری زمین تا اسمون فرق داره!,0,106,پول اووکادو رو میگیرین اما ذرهای اووکادو داخل املت نیست کیفیت غذا با سفارش حضوری زمین تا اسمون فرق داره
برگر خیلی سرد شده بود,1,21,برگر خیلی سرد شده بود
کیفتتش مثل قبل نبود، سس هم خیلی کم گزاشته بودن,0,46,کیفتتش مثل قبل نبود سس هم خیلی کم گزاشته بودن
شور و سفت بودن پیتزا استیک کیفیت پایین مواد اولیه,0,49,شور و سفت بودن پیتزا استیک کیفیت پایین مواد اولیه
سبزی خوردن شمال، شسته شده هستش، اما سبزی ارسالی شسته شده نبود. کیفیت میوه‌ها معمولی بود,1,87,سبزی خوردن شمال شسته شده هستش اما سبزی ارسالی شسته شده نبود کیفیت میوهها معمولی بود
حجم غدا به نسبت قیمت مناسب نبود,1,31,حجم غدا به نسبت قیمت مناسب نبود
با سلام کیفیت غذا به شدت پایین بود و مونده بود، با وجود فاصله کوتاه منزل ما تا رستوران غذا کاملا سرد به دست من رسید,0,115,با سلام کیفیت غذا به شدت پایین بود و مونده بود با وجود فاصله کوتاه منزل ما تا رستوران غذا کاملا سرد به دست من رسید
افتضاح بود، من و مادرم بعد خوردن غذای این رستوران مریض شدیم!,0,60,افتضاح بود من و مادرم بعد خوردن غذای این رستوران مریض شدیم
سرعت ارسال عالی کیفیت غذا خوب ممنونم,1,36,سرعت ارسال عالی کیفیت غذا خوب ممنونم
غذا دیر رسید. سرد بود. شور بود گوجه نپخته بود قاشق نداشت.,0,57,غذا دیر رسید سرد بود شور بود گوجه نپخته بود قاشق نداشت
سیب یکم کهنه بود. سسی ک می‌زارید کنارش خیلی خیلی کم بود. نصف ظرف هم پر نبود. قبلا ک خرید کردم بهتر بود,1,102,سیب یکم کهنه بود سسی ک میزارید کنارش خیلی خیلی کم بود نصف ظرف هم پر نبود قبلا ک خرید کردم بهتر بود
کیفیت برگر و سیب‌زمینی عالی بود,1,31,کیفیت برگر و سیبزمینی عالی بود
باروژ عزیز کیفیت غذا خیلی مهمتر از دیزاین جعبه و بسته بندی هست کیفیتتون خیلی افت کرده با عرض شرمندگی دفعه آخر بود که سفارش دادم,0,127,باروژ عزیز کیفیت غذا خیلی مهمتر از دیزاین جعبه و بسته بندی هست کیفیتتون خیلی افت کرده با عرض شرمندگی دفعه آخر بود که سفارش دادم
از وقتی‌که سفارش دادم تا بدستم رسید یک ساعت و نیم طول کشید اما کیفیت عالی بود برای همین یک ستاره کم می‌کنم,1,106,از وقتیکه سفارش دادم تا بدستم رسید یک ساعت و نیم طول کشید اما کیفیت عالی بود برای همین یک ستاره کم میکنم
مرغش نازک و سفت شده بود و جویده نمی‌شد. مرغی رو که مجدد بپ-ن-و حرارت بدن این شکلی میشه بنظر اصلا تازه نمیومد. نازک و سفت و مونده بود.,0,133,مرغش نازک و سفت شده بود و جویده نمیشد مرغی رو که مجدد بپنو حرارت بدن این شکلی میشه بنظر اصلا تازه نمیومد نازک و سفت و مونده بود
متاسفانه کنتاکی اصلا جالب نبود. خون آبه و خوب نپخته شدن (گوشت صورتی بود هنوزهم) ممنون میشم اگر مدیریت شود این موضوع.,1,116,متاسفانه کنتاکی اصلا جالب نبود خون آبه و خوب نپخته شدن گوشت صورتی بود هنوزهم ممنون میشم اگر مدیریت شود این موضوع
لطفا بر روی رساندن غذا به این خوشمزگی به دست مشتری سرعت بیشتری داشته باشید,1,74,لطفا بر روی رساندن غذا به این خوشمزگی به دست مشتری سرعت بیشتری داشته باشید
از نظر زمانی خیلی خوب بود و به موقع آوردن، غذا خوب بود ولی کمی سرد شده بود اونهم تو فصل تابستون!,1,96,از نظر زمانی خیلی خوب بود و به موقع آوردن غذا خوب بود ولی کمی سرد شده بود اونهم تو فصل تابستون
غذا دیر رسید و طبیعتا سرد بود,0,29,غذا دیر رسید و طبیعتا سرد بود
بسته بندی عالی و کیفیت غذای خوب و برخورد پیک عالی,1,49,بسته بندی عالی و کیفیت غذای خوب و برخورد پیک عالی
