comment,label,comment_length,comment_cleaned
نمکش کم بود … و بهتره که نان هاداخل کیسه‌ی جداگانه گذاشته شوند.. اگر این تغییرات جزئی اعمال بشه، عالی میشه.,1,107,نمکش کم بود  و بهتره که نان هاداخل کیسهی جداگانه گذاشته شوند اگر این تغییرات جزئی اعمال بشه عالی میشه
به جای ماهی، رست بیف ارسال کردند!!!,0,35,به جای ماهی رست بیف ارسال کردند
غذا سرد شده بود و از دهن افتاده بود,0,35,غذا سرد شده بود و از دهن افتاده بود
غذا عالی بود کبابش واقعا خوشمزه بود,1,35,غذا عالی بود کبابش واقعا خوشمزه بود
شاید اگر از پیک‌های خود اسنپ استفاده کنید ایقدر تاخیر نداشته باشید ۱ ساعت و نیم منتظر موندم,0,91,شاید اگر از پیکهای خود اسنپ استفاده کنید ایقدر تاخیر نداشته باشید  ساعت و نیم منتظر موندم
دیزی عالی بود پلی متاسفانه بجای دوغ نوشابه فرستادن,1,50,دیزی عالی بود پلی متاسفانه بجای دوغ نوشابه فرستادن
بسیار سرویس‌دهی بی نظمی داشت و بعد از یک ساعت غذای سرد و بیات اوردن و واقعا کیفیت قابل قبولی نداشت,0,98,بسیار سرویسدهی بی نظمی داشت و بعد از یک ساعت غذای سرد و بیات اوردن و واقعا کیفیت قابل قبولی نداشت
کیفیت پایین بود، دل‌پیچه شدید گرفتم,0,35,کیفیت پایین بود دلپیچه شدید گرفتم
حجم و کیفیت نامناسب,1,19,حجم و کیفیت نامناسب
حجم این پیتزا به عنوان یک پیتزا ۲ نفره خیلی کم بود,0,50,حجم این پیتزا به عنوان یک پیتزا  نفره خیلی کم بود
طعم و کیفیت غذا درجه یک بود بهتر است کمتر برنج سرو شود که اسراف نشود,1,68,طعم و کیفیت غذا درجه یک بود بهتر است کمتر برنج سرو شود که اسراف نشود
مشتری ثابت شون میشم,1,19,مشتری ثابت شون میشم
سس هم در مزه غذا اثر دارد. سس سیرتون خیلی خوبه. اما سس قرمز و سس سفید خوبی ندارید. سس قرمز بیژن خیلی بهتره. پنیرتون خیلی کم هست چون قیمت غذا کم هم نیست و میتونه موادتون بهتر هم باشه.,1,182,سس هم در مزه غذا اثر دارد سس سیرتون خیلی خوبه اما سس قرمز و سس سفید خوبی ندارید سس قرمز بیژن خیلی بهتره پنیرتون خیلی کم هست چون قیمت غذا کم هم نیست و میتونه موادتون بهتر هم باشه
تمام غذا به خاطرحمل نادرست له‌شده بود کیفیت هم منتسب نبود,0,57,تمام غذا به خاطرحمل نادرست لهشده بود کیفیت هم منتسب نبود
چنگال برای سالاد نبود,1,21,چنگال برای سالاد نبود
ماهی کاملا بی‌مزه بود. غذا نسبتا سرد به دستم رسید.,0,50,ماهی کاملا بیمزه بود غذا نسبتا سرد به دستم رسید
واقعامزخف بودپیتزار سرد سرد و داخل جعبه پر از خمیر پیزا خشک‌شده واقعا کیفیتش پایین بود,0,86,واقعامزخف بودپیتزار سرد سرد و داخل جعبه پر از خمیر پیزا خشکشده واقعا کیفیتش پایین بود
برای یه نون سنگک که ۵ دقیقه هم با ما فاصله نداره ۲ ساعت منتظر بودیم بدترین تجربه‌ام بود,0,87,برای یه نون سنگک که  دقیقه هم با ما فاصله نداره  ساعت منتظر بودیم بدترین تجربهام بود
اول اینکه رفتار پیک خیلی خوب و مناسب بود. چلوگوشت عالی بود خیلی خوشمزه وب صرفه کوبیده یکم ضعیف بود جوجه هم طعم خوبی داشت اما یکم بی‌رنگ بود در کل خوب بود می‌ارزید,1,162,اول اینکه رفتار پیک خیلی خوب و مناسب بود چلوگوشت عالی بود خیلی خوشمزه وب صرفه کوبیده یکم ضعیف بود جوجه هم طعم خوبی داشت اما یکم بیرنگ بود در کل خوب بود میارزید
پیتزا بسیار سرد تحویل شد سالاد کاملا بی‌کیفیت بود,0,49,پیتزا بسیار سرد تحویل شد سالاد کاملا بیکیفیت بود
واقعادعالی بود حتما پیشنهاد می‌کنم ویتامینه رو امتحان کنید,1,58,واقعادعالی بود حتما پیشنهاد میکنم ویتامینه رو امتحان کنید
با قاشق مشکل دارن کلا. اصلا نمیزارن چندمین سری بود. نونم که هیچوقت ندارن,0,72,با قاشق مشکل دارن کلا اصلا نمیزارن چندمین سری بود نونم که هیچوقت ندارن
یکم دیرتر از موعد رسید ولی انقد خوشمزه بود که کاملا دیر شدنشو فراموش کردیم,1,74,یکم دیرتر از موعد رسید ولی انقد خوشمزه بود که کاملا دیر شدنشو فراموش کردیم
زمان رسیدنش خوبه تاریخ محصولاتشم ب روزه,1,39,زمان رسیدنش خوبه تاریخ محصولاتشم ب روزه
دفعه پیش دوغ گرفته بودم.. برام نفرستادن تماس گرفتن گفتن دفعه بعد می‌فرستیم ولی بازم نفرستادن,0,92,دفعه پیش دوغ گرفته بودم برام نفرستادن تماس گرفتن گفتن دفعه بعد میفرستیم ولی بازم نفرستادن
عالی بود هم طعم غذا هم‌زمان رسیدن هم برخورد پرسنل,1,49,عالی بود هم طعم غذا همزمان رسیدن هم برخورد پرسنل
سلام. ممنون هم شیرینی خیلی تازه و خوشمزه بود هم به توضیحات کاملا دقت شده بود,1,76,سلام ممنون هم شیرینی خیلی تازه و خوشمزه بود هم به توضیحات کاملا دقت شده بود
تو باکس آلومینیوم ارسال‌شده بود، داغ داغ تو این هوای سرد، بسیار عالی,1,68,تو باکس آلومینیوم ارسالشده بود داغ داغ تو این هوای سرد بسیار عالی
پیتزا له‌شده بود با مقوا یکی شده بود می‌توانید بگیرید نیارید دیگه بندری‌ها انگار ریخته بود تمام,0,95,پیتزا لهشده بود با مقوا یکی شده بود میتوانید بگیرید نیارید دیگه بندریها انگار ریخته بود تمام
متاسفانه هر دفعه یکی از اقلام ناقص گذاشته می‌شود و پیگیری هم صورت نمی‌گیرد که عینا تعداد سفارش با ارسال یکی باشد,0,112,متاسفانه هر دفعه یکی از اقلام ناقص گذاشته میشود و پیگیری هم صورت نمیگیرد که عینا تعداد سفارش با ارسال یکی باشد
سس چیکن استرسپس بسیار کم بود اصن نبود,1,37,سس چیکن استرسپس بسیار کم بود اصن نبود
ظهر جمعه غذای خوشمزه شما چسببد. ممنون از زحمتتون,1,48,ظهر جمعه غذای خوشمزه شما چسببد ممنون از زحمتتون
بسیار عالی نان برشته و به موقع,1,30,بسیار عالی نان برشته و به موقع
یک ردیف از سه ردیف شیرینی بیات و کهنه بود,0,41,یک ردیف از سه ردیف شیرینی بیات و کهنه بود
متاسفانه از قیمت درج‌شده روی محصول بسیار گرانتر فروختن لطفا پیگیری شود,0,70,متاسفانه از قیمت درجشده روی محصول بسیار گرانتر فروختن لطفا پیگیری شود
سلام ممنون از حلیم خوشمزه تون که هم گوشتش بخوبی توش مشخص بود و هم داغ و لذیذ فقط من حلیمو با نمک دوست دارم ولی متاسفانه حلیم به شیرینی می‌زد. بازم منون سپاسگزارم. پر برکت باشید,1,176,سلام ممنون از حلیم خوشمزه تون که هم گوشتش بخوبی توش مشخص بود و هم داغ و لذیذ فقط من حلیمو با نمک دوست دارم ولی متاسفانه حلیم به شیرینی میزد بازم منون سپاسگزارم پر برکت باشید
سلام عالی بود. همه بهداشتی و بینظیر تشکر,1,40,سلام عالی بود همه بهداشتی و بینظیر تشکر
سوپ خیلی شور بود که قابل خوردن نبود کباب هم شوربود,0,50,سوپ خیلی شور بود که قابل خوردن نبود کباب هم شوربود
کیک موقع حمل وا رفته بود,0,24,کیک موقع حمل وا رفته بود
رولت‌ها سفت شده بودن، سوئیسی‌ها خوب بودن.,1,41,رولتها سفت شده بودن سوئیسیها خوب بودن
نون ساندویچ جو بود که اصلا جالب نبود با عکس متفاوت بود و بسیار شور و غیر قابل خوردن هزینه ارسال و مالیات هم بالاس با این کیفیت,0,126,نون ساندویچ جو بود که اصلا جالب نبود با عکس متفاوت بود و بسیار شور و غیر قابل خوردن هزینه ارسال و مالیات هم بالاس با این کیفیت
اصلا مزه نداشت و خشک بود جاهای دیگه میشه پیتزای خیلی خوشمزه‌تری خورد,0,68,اصلا مزه نداشت و خشک بود جاهای دیگه میشه پیتزای خیلی خوشمزهتری خورد
خوب بودولی نسبت به ده هزارتومن حجمش کم بود. باتشکرازمدیریم میک مک که به نظرات مردم احترام میزارن وجواب همه انهارابه بهترین روش مشتری مداری می‌دهند,1,146,خوب بودولی نسبت به ده هزارتومن حجمش کم بود باتشکرازمدیریم میک مک که به نظرات مردم احترام میزارن وجواب همه انهارابه بهترین روش مشتری مداری میدهند
اولین بار بود گرفتم خیلی عالی و قابل پ-ن- بود خیلی زود و داغ دستم رسید با توجه به قیمتش می‌ارزید,1,96,اولین بار بود گرفتم خیلی عالی و قابل پن بود خیلی زود و داغ دستم رسید با توجه به قیمتش میارزید
من مشتری همیشگی هستم ولی بسته ارسالی با عکس کاملا متفاوت بود و باعث شرمندگی جلو مهمانان شد,0,90,من مشتری همیشگی هستم ولی بسته ارسالی با عکس کاملا متفاوت بود و باعث شرمندگی جلو مهمانان شد
ظرف بستنی شکسته بود و بستنی اب شده بود و از ظرف ریخته بود بیرون بقیه وسایل همه آغشته به بستنی شده بودن,0,102,ظرف بستنی شکسته بود و بستنی اب شده بود و از ظرف ریخته بود بیرون بقیه وسایل همه آغشته به بستنی شده بودن
اصلا تازه نبود خیلی بد بود,0,26,اصلا تازه نبود خیلی بد بود
کیفیت غذای این رستوران مناسب هست تاکید می‌کنم نسبت به مبلغ پرداختی و کیفیت ارائه‌شده تناسب وجود داره (معمولی هستش),1,114,کیفیت غذای این رستوران مناسب هست تاکید میکنم نسبت به مبلغ پرداختی و کیفیت ارائهشده تناسب وجود داره معمولی هستش
با سلام در توضیحات نوشته بودم در صورتی که طالبی یخ‌زده است ارسال نشود و اینکه بدون شکر باشد …,1,93,با سلام در توضیحات نوشته بودم در صورتی که طالبی یخزده است ارسال نشود و اینکه بدون شکر باشد
خوب بود ولی به شدت شور بود,1,26,خوب بود ولی به شدت شور بود
به شدت افت کیفیت رو می‌شد حس کرد، همه چیز بی‌کیفیت بود، سالاد مونده بود مخصوصا سسش، سیب‌زمینی خیلی بد بود، پیتزاها نسبت به قبل خیلی باریک‌تر شده و بی‌کیفیت شده متاسفانه,0,168,به شدت افت کیفیت رو میشد حس کرد همه چیز بیکیفیت بود سالاد مونده بود مخصوصا سسش سیبزمینی خیلی بد بود پیتزاها نسبت به قبل خیلی باریکتر شده و بیکیفیت شده متاسفانه
فقط پیک کمی طول کشید که برسن ولی کلا عالی بود ممنونم,1,52,فقط پیک کمی طول کشید که برسن ولی کلا عالی بود ممنونم
ناپلئونی خوب بود ولی پای سیب فقط اسمش سیب بود، حداقل رد پای سیب توش بود,1,71,ناپلئونی خوب بود ولی پای سیب فقط اسمش سیب بود حداقل رد پای سیب توش بود
غذا سرد بود نون خشک بود و تاخیر در رسیدن غذا,0,44,غذا سرد بود نون خشک بود و تاخیر در رسیدن غذا
فقط حجم داشت مزش بد بود,0,23,فقط حجم داشت مزش بد بود
مزش خوبه فقط همیشه یخ به دستم میرسه,1,35,مزش خوبه فقط همیشه یخ به دستم میرسه
برخورد خیلی بد اسنپ اکسپرس,0,26,برخورد خیلی بد اسنپ اکسپرس
تنها مشکل چرب بودن بیش از حد پیتزاهاست,1,38,تنها مشکل چرب بودن بیش از حد پیتزاهاست
کیفیت محصولات ارسالی خوب بود ولی میوه‌ها و سبزیجات خیلی گرون,1,60,کیفیت محصولات ارسالی خوب بود ولی میوهها و سبزیجات خیلی گرون
فقط خیلی طول کشید,1,17,فقط خیلی طول کشید
عالی بود و غذا زود رسید و واقعا عالی خوش اعم بود با سپاس,1,56,عالی بود و غذا زود رسید و واقعا عالی خوش اعم بود با سپاس
تا تیکه پپرونی با‌ی مقدار پنیر افتضاح,0,37,تا تیکه پپرونی بای مقدار پنیر افتضاح
لطفا از فروشگاه با بنده تماس بگیرید، برای من یک عدد فوم دست بیشتر گذاشتین میخوام شماره کارت بکیرم پولتونو بدم,1,109,لطفا از فروشگاه با بنده تماس بگیرید برای من یک عدد فوم دست بیشتر گذاشتین میخوام شماره کارت بکیرم پولتونو بدم
خیلی خوبه ها عالیه اما یکم تو سس کم لطفط میکنن مثلا برای پیتزا فقط دو تا سس قرمز ساده دادن! خب اون همه سس خوشمزه اونجاست,1,120,خیلی خوبه ها عالیه اما یکم تو سس کم لطفط میکنن مثلا برای پیتزا فقط دو تا سس قرمز ساده دادن خب اون همه سس خوشمزه اونجاست
واقعا ناراضی بودم، شیری که فرستاده بودن روز آخر تاریخ انقضاش بود بقیه اجناس هم اکثرا مونده بودن,0,95,واقعا ناراضی بودم شیری که فرستاده بودن روز آخر تاریخ انقضاش بود بقیه اجناس هم اکثرا مونده بودن
خوب بود و سریع اوردن,1,20,خوب بود و سریع اوردن
کیفیت غذا پایین اومده و خیلی دیر تحویل میدن,0,43,کیفیت غذا پایین اومده و خیلی دیر تحویل میدن
برنج‌تامرغوب بسته بندی بسیار نامناسب,0,36,برنجتامرغوب بسته بندی بسیار نامناسب
یکم سس بیشتر بزارن عالی میشه. کیفیت پیتزاشون خیلی خوب بوده توی این چندتا سفارش,1,78,یکم سس بیشتر بزارن عالی میشه کیفیت پیتزاشون خیلی خوب بوده توی این چندتا سفارش
هم سوخته بود وهم شور وکاملا مغایر با عکس ارسالی,0,47,هم سوخته بود وهم شور وکاملا مغایر با عکس ارسالی
من زیاد ازتون غذا می‌گیرم. واقعا کیفیت غذاهاتون عالیه. لطفا همیشه همینجور خوب بمونید. موفق باشید,1,96,من زیاد ازتون غذا میگیرم واقعا کیفیت غذاهاتون عالیه لطفا همیشه همینجور خوب بمونید موفق باشید
هم کیک عالی بود هم پیک خیلی مراعات کرد تا کیک خراب نشه و نشد,1,60,هم کیک عالی بود هم پیک خیلی مراعات کرد تا کیک خراب نشه و نشد
مزه‌ی گوشت خوب بود اما سس خیلی زیاد ریخته بودن و پنیر زرد به خوبی آب نشده بود,0,77,مزهی گوشت خوب بود اما سس خیلی زیاد ریخته بودن و پنیر زرد به خوبی آب نشده بود
نسبت به کیفیت غذا قیمت بالا بود,0,31,نسبت به کیفیت غذا قیمت بالا بود
سس کم بود. به قول معروف ساندویچه و سسش نوشابه هم گرم بود باقیش خوب بود,1,70,سس کم بود به قول معروف ساندویچه و سسش نوشابه هم گرم بود باقیش خوب بود
بسیار عالی و به موقع از هر نظر,1,30,بسیار عالی و به موقع از هر نظر
جوجه‌کباب خوب پخته نشده بود. کباب تابه‌ای خوب بود.,1,50,جوجهکباب خوب پخته نشده بود کباب تابهای خوب بود
خیلی کوکی باحالی بود توش شکلات مایع بود,1,39,خیلی کوکی باحالی بود توش شکلات مایع بود
من هردفعه از این سوپرمارکت سفارش میدم خیلی سریع به دستم میرسه. ممنونم ازتون,1,75,من هردفعه از این سوپرمارکت سفارش میدم خیلی سریع به دستم میرسه ممنونم ازتون
نان‌ها رو بدون هیچ بسته بندی یا نایلون با دست کثیف آورد قبلا در بسته بندی تحویل می‌شد حتی بعضی اوقات خرد شده!!,1,110,نانها رو بدون هیچ بسته بندی یا نایلون با دست کثیف آورد قبلا در بسته بندی تحویل میشد حتی بعضی اوقات خرد شده
پیک وظیفه دارد وسایل خریداری‌شده را با فاکتور چک کند که مغایرت وجود نداشته باشد,0,79,پیک وظیفه دارد وسایل خریداریشده را با فاکتور چک کند که مغایرت وجود نداشته باشد
افتضاح بدترین ابمیوه و ایس پک عمرم بود که خوردم واقعا متاسفم,0,60,افتضاح بدترین ابمیوه و ایس پک عمرم بود که خوردم واقعا متاسفم
قیمت بالا و سالاد سزارش همش کلم بود حجمش کم,0,43,قیمت بالا و سالاد سزارش همش کلم بود حجمش کم
ظرف ویتامینه مناسب نبود ونصف سفارش ریخته بود,0,44,ظرف ویتامینه مناسب نبود ونصف سفارش ریخته بود
غذا بسیار سرد شده بود و با تاخیر رسید,0,37,غذا بسیار سرد شده بود و با تاخیر رسید
قیمت و کیفیت متناسب نبود,1,24,قیمت و کیفیت متناسب نبود
غذا به موقع رسید از کیفیت غذا هم راضی بودم، با تشکر,1,51,غذا به موقع رسید از کیفیت غذا هم راضی بودم با تشکر
مثل همیشه عالی فقط کمی روغنش زیاد بود ولی من به‌شخصه مشکلی ندارم,1,64,مثل همیشه عالی فقط کمی روغنش زیاد بود ولی من بهشخصه مشکلی ندارم
تاخیر زیاد در ارسال..! یک ساعت و نیم! کیفیت غذاها و همه موارد دیگه خوبه.,0,72,تاخیر زیاد در ارسال یک ساعت و نیم کیفیت غذاها و همه موارد دیگه خوبه
مرغ سوخته بسیار بی‌کیفیت,0,24,مرغ سوخته بسیار بیکیفیت
بسیار خوشمزه بود اما مرغ میتونست طعم بیشتری داشته باشه. یه کم بوی زهم مرغ می‌داد. سس، نون، طعم کلی خیلی خوب بود.,1,112,بسیار خوشمزه بود اما مرغ میتونست طعم بیشتری داشته باشه یه کم بوی زهم مرغ میداد سس نون طعم کلی خیلی خوب بود
یعنی حیف پول، کیفیت فوق‌العاده افتضاح,0,37,یعنی حیف پول کیفیت فوقالعاده افتضاح
اکثر اجناس ارسالی فاقد کیفیت بود,0,32,اکثر اجناس ارسالی فاقد کیفیت بود
خیلی خوشمزس فقط کمه یکم.,1,24,خیلی خوشمزس فقط کمه یکم
متاسفانه همیشه کسری جنس دارن، همیشه چند قلم جنسشون ناموجوده و پیجشون رو به‌روز نمی‌کنن,0,86,متاسفانه همیشه کسری جنس دارن همیشه چند قلم جنسشون ناموجوده و پیجشون رو بهروز نمیکنن
همیشه راضی هستم پرسنل بسیار حرفه ایی اما خوشبو کننده کامفورت و که خودش نمیدونم به چه دلیل همیشه یک چهارمش خالیه همش داخل کیسه ریخته بود و درش باز بوده خیلی ناراحت شدم,0,166,همیشه راضی هستم پرسنل بسیار حرفه ایی اما خوشبو کننده کامفورت و که خودش نمیدونم به چه دلیل همیشه یک چهارمش خالیه همش داخل کیسه ریخته بود و درش باز بوده خیلی ناراحت شدم
سپاس بسیار برای ارسال سریع کالا واقعا خرید از اسنپ کارها را راحت کرده انشالله روزی تنوع بیشتری برای انتخاب کالاها به وجودبیاد,1,125,سپاس بسیار برای ارسال سریع کالا واقعا خرید از اسنپ کارها را راحت کرده انشالله روزی تنوع بیشتری برای انتخاب کالاها به وجودبیاد
تایم ارسالش ی مقدار بالا بود,1,28,تایم ارسالش ی مقدار بالا بود
خوش‌طعم بود، ولی همه رویه شیرینی رو به دلیل سفت بودن زیادی دور ریختن! زمان ارسال به نسبت فاصله طولانی بود و هزینه پیک خیلی زیاد شد!,1,131,خوشطعم بود ولی همه رویه شیرینی رو به دلیل سفت بودن زیادی دور ریختن زمان ارسال به نسبت فاصله طولانی بود و هزینه پیک خیلی زیاد شد
عین همیشه عالی بود.,1,19,عین همیشه عالی بود
خیلی خشک و سرد و بی‌مزه بود,0,27,خیلی خشک و سرد و بیمزه بود
لیموشیرین نسبت به این قیمت ۱۷۰۰۰ تومان!! خیلی بیکیفیت، ریز و بیمزه بود. از این خرید رضایت نداشتیم,0,97,لیموشیرین نسبت به این قیمت  تومان خیلی بیکیفیت ریز و بیمزه بود از این خرید رضایت نداشتیم
نان خامه‌ای تازه نبود ولی ناپلئونی واقعا خوب بود,0,48,نان خامهای تازه نبود ولی ناپلئونی واقعا خوب بود
وقت بخیر و خسته نباشید ممنون از کیفیت و قیمت مناسب غذا با توجه به سرطان زایی ظروف پلاستیکی لطفا از ظروف مناسب در بسته بندی غذا استفاده شود. تفاوت قیمتی هم چندان نیست,0,165,وقت بخیر و خسته نباشید ممنون از کیفیت و قیمت مناسب غذا با توجه به سرطان زایی ظروف پلاستیکی لطفا از ظروف مناسب در بسته بندی غذا استفاده شود تفاوت قیمتی هم چندان نیست
پیتزا سبزیجات بسیار خوب بود,1,27,پیتزا سبزیجات بسیار خوب بود
اسنپ با تاخیر سفارش منو ب دستم رسوند متاسفانه,1,45,اسنپ با تاخیر سفارش منو ب دستم رسوند متاسفانه
ساندویچ خیلی شور بود,0,20,ساندویچ خیلی شور بود
غذا کاملا یخ کرده رسید و با تاخیر,0,33,غذا کاملا یخ کرده رسید و با تاخیر
من خوراک جوجه و یه خوراک کوبیده سفارش دادم دوتا پلو برا من آوردن با کمی جوجه و کوبیده!!!,0,88,من خوراک جوجه و یه خوراک کوبیده سفارش دادم دوتا پلو برا من آوردن با کمی جوجه و کوبیده
خیلی خوب بود. فقط لطفا مخلفات رو در کیسه جدا از غذا بزارید. سالاد و دوغ گرم شده بود. اما خیلی خوشمزه بود.,1,105,خیلی خوب بود فقط لطفا مخلفات رو در کیسه جدا از غذا بزارید سالاد و دوغ گرم شده بود اما خیلی خوشمزه بود
طعم پیتزا واقعا بد بود,0,22,طعم پیتزا واقعا بد بود
دیزی پکیجش نسبت به سری قبل ضعیفتر شده بود، کباب تابه‌ای عالی، پیک عالی,1,70,دیزی پکیجش نسبت به سری قبل ضعیفتر شده بود کباب تابهای عالی پیک عالی
بیشترش کاهوی درشت خرد شده بود.,0,30,بیشترش کاهوی درشت خرد شده بود
حمل کیک با دقت انجام‌نشده بود,0,29,حمل کیک با دقت انجامنشده بود
عالی بود فقط مواد داخلش خیلی کم بود بیشتر خمیر بود.,1,51,عالی بود فقط مواد داخلش خیلی کم بود بیشتر خمیر بود
هم کیفیت و هم‌شکل غذا خیلی عالی بود. زود هم رسید,1,48,هم کیفیت و همشکل غذا خیلی عالی بود زود هم رسید
غذا خوب بود ولی سرد بود ولی کالا خوشمزه بود,1,43,غذا خوب بود ولی سرد بود ولی کالا خوشمزه بود
انصافم خوب چیزیه..۶۴ هزار تومن بابت یه مینی پیتزا و یه ساندویچ بسیار ساده.. بخدا مردم پول به سختی در میارن,0,106,انصافم خوب چیزیه هزار تومن بابت یه مینی پیتزا و یه ساندویچ بسیار ساده بخدا مردم پول به سختی در میارن
مواد لازم برای تهیه پیتزا باربیکیو چیکن باروژ: خمیر: یک کیلو فیله مرغ بیمزه: ۲۵ گرم قارچ: یکی و نصفی پنیر پیتزا: نیم کیلو به صورت سرد و ماسیده سرو شود.,0,151,مواد لازم برای تهیه پیتزا باربیکیو چیکن باروژ خمیر یک کیلو فیله مرغ بیمزه  گرم قارچ یکی و نصفی پنیر پیتزا نیم کیلو به صورت سرد و ماسیده سرو شود
از نظر بسته بندی افتزاح بود قاشق نداشت یعنی پیش خودشون فکر نکردن طرف با چی غذا رو بخوره نمک و فلفل و پیاز هم نداشت خود غذا بد نبود در مجموع توصیه می‌کنم سفارش ندید,0,163,از نظر بسته بندی افتزاح بود قاشق نداشت یعنی پیش خودشون فکر نکردن طرف با چی غذا رو بخوره نمک و فلفل و پیاز هم نداشت خود غذا بد نبود در مجموع توصیه میکنم سفارش ندید
باتشکرازآقاشاطرومدیریت ابوالفظل مثل همیشه عالی از کیفیت و تنوع محصول وخداقوت وخسته نباشیدظمنااززحمات پشتیبانی اسنپ هم سپاس گزارم.,1,129,باتشکرازآقاشاطرومدیریت ابوالفظل مثل همیشه عالی از کیفیت و تنوع محصول وخداقوت وخسته نباشیدظمنااززحمات پشتیبانی اسنپ هم سپاس گزارم
ته چین مرغ و بادمجون طعم خوبی نداشت اصلا واقعا بدمزه بود و نسبت به حجم و کیفیت خیلی گرون ۳ تومن هم کرایه برای ۲ قدم راه دفعه اول و آخرم بود,0,139,ته چین مرغ و بادمجون طعم خوبی نداشت اصلا واقعا بدمزه بود و نسبت به حجم و کیفیت خیلی گرون  تومن هم کرایه برای  قدم راه دفعه اول و آخرم بود
کیفیت بالا با بسته بندی و دقت کم,0,32,کیفیت بالا با بسته بندی و دقت کم
ممنون از سفیر وقت‌شناس,1,22,ممنون از سفیر وقتشناس
غذا بیشتر از یک ساعت طول کشید که به دستم برسه وقتی هم که رسید کاملا یخ کرده بود انگار توی یخچال بوده. واقعا از رستوران راد همچین کیفیتی بعید بود کاملا ناراضی‌ام,0,160,غذا بیشتر از یک ساعت طول کشید که به دستم برسه وقتی هم که رسید کاملا یخ کرده بود انگار توی یخچال بوده واقعا از رستوران راد همچین کیفیتی بعید بود کاملا ناراضیام
بیسکویت ساقه طلایی خواستم یه چیز دیگه برام فرستادن,0,50,بیسکویت ساقه طلایی خواستم یه چیز دیگه برام فرستادن
بر خلاف دفعات قبل کیفیت بسیار بد سوخاری,0,39,بر خلاف دفعات قبل کیفیت بسیار بد سوخاری
من ۵ کیلو پرتغال سفارش دادم اما ۵ عدد فرستادند البته مامور اسنپ فود گفت که می‌رود و به جای ۵ عدد پرتغال ۵ کیلو میاورد اما هنوز نیامده,0,133,من  کیلو پرتغال سفارش دادم اما  عدد فرستادند البته مامور اسنپ فود گفت که میرود و به جای  عدد پرتغال  کیلو میاورد اما هنوز نیامده
واقعا پشیمان کننده است,0,22,واقعا پشیمان کننده است
در کل خوب بود، هم سریع آورد هم غذاش خوب بود,1,43,در کل خوب بود هم سریع آورد هم غذاش خوب بود
پیتزا چیکن الفردو مثل قبل نبود. بی‌کیفیت بودغذا گرم نبود.. مرغ سوخاری دوتکه چرب بود و نیمه پخته..,1,97,پیتزا چیکن الفردو مثل قبل نبود بیکیفیت بودغذا گرم نبود مرغ سوخاری دوتکه چرب بود و نیمه پخته
سفارش ۸ صبح تحویل ۱۱ صبح اونم صبحانه؟!,0,38,سفارش  صبح تحویل  صبح اونم صبحانه
عالی بود. ممنونم بابت کیفیت عالی‌ای که ارائه می‌دید. یکی از بهترین ساندویچ مرغ‌های تهران قطعا برای رستوران شماست مرغ بافت لطیف و آبداری داره و کاملا حرفه‌ای مرینیت شده به شدت توصیه می‌کنم,1,187,عالی بود ممنونم بابت کیفیت عالیای که ارائه میدید یکی از بهترین ساندویچ مرغهای تهران قطعا برای رستوران شماست مرغ بافت لطیف و آبداری داره و کاملا حرفهای مرینیت شده به شدت توصیه میکنم
توی ساندویچ کباب ترکی خیلی غزروف پیدا می‌شد دست‌کم ۶ تا رو فهمیدم و در اوردم,0,76,توی ساندویچ کباب ترکی خیلی غزروف پیدا میشد دستکم  تا رو فهمیدم و در اوردم
خیلی بد بود خیلی مزه تلخی می‌داد واقعت,0,38,خیلی بد بود خیلی مزه تلخی میداد واقعت
بشقاب سبزیجاتش صرفا بشقاب پیاز و بالزامیک بود و فوق‌العاده بدمزه. پیتزاش هم واقعا خوشمزه نبود. واقعا استیک اونقدری نداشت و کلش پنیر بود. در کل اصلا این رستورانو پیشنهاد نمی‌کنم,0,176,بشقاب سبزیجاتش صرفا بشقاب پیاز و بالزامیک بود و فوقالعاده بدمزه پیتزاش هم واقعا خوشمزه نبود واقعا استیک اونقدری نداشت و کلش پنیر بود در کل اصلا این رستورانو پیشنهاد نمیکنم
همچی عالی! گوشت بدون بو و خوشمزه بود. برگر ذغالی حرفه‌ای و ساده‌ای بود. خمیر پیتزا ترد و همه‌ی موادش تازه و خوش‌طعم بود.,1,120,همچی عالی گوشت بدون بو و خوشمزه بود برگر ذغالی حرفهای و سادهای بود خمیر پیتزا ترد و همهی موادش تازه و خوشطعم بود
اقا ما برگ گرفتیم ولی جوجه اومد. باریکلا. خوش به حال اونی که به حای جوجه ررگ خورد,0,81,اقا ما برگ گرفتیم ولی جوجه اومد باریکلا خوش به حال اونی که به حای جوجه ررگ خورد
درصدش پنیر بود,0,14,درصدش پنیر بود
عکس توی اسنپ خیلی پر و پیمون و تیکه‌های سوخاری درشت بود. ولی غذای ارسالی بیشتر کاهو بود تا سوخاری و کالباس. مقدار کاهو برای دونفر کافی بود اما مقدار سوخاری و کالباس برای یک نفر هم کافی نبود.,0,190,عکس توی اسنپ خیلی پر و پیمون و تیکههای سوخاری درشت بود ولی غذای ارسالی بیشتر کاهو بود تا سوخاری و کالباس مقدار کاهو برای دونفر کافی بود اما مقدار سوخاری و کالباس برای یک نفر هم کافی نبود
