comment,label,comment_length,comment_cleaned
ببخشید نوشابه قوطی کوکا در سفارشم نبود. لطفا بررسی نمایید.,1,58,ببخشید نوشابه قوطی کوکا در سفارشم نبود لطفا بررسی نمایید
سریع ارسال شد ممنونم,1,20,سریع ارسال شد ممنونم
غذا با عکسش در سایت متفاوت بود، کیفیت پایین بود، فاکتور با سفارش ارسال نشده بود.,0,80,غذا با عکسش در سایت متفاوت بود کیفیت پایین بود فاکتور با سفارش ارسال نشده بود
بی کیفیت‌ترین پیتزای ایرانه از این بدتر نمی‌شد نه طمع داشت نه مواد خلاصه هرکی بخره پولشو ریخته دور,0,98,بی کیفیتترین پیتزای ایرانه از این بدتر نمیشد نه طمع داشت نه مواد خلاصه هرکی بخره پولشو ریخته دور
کیفیت بسیار افتضاح بود. قبلا از آیدا پلاس خرید کرده بودم ولی اینجوری نبود. ژامبونش خمیر بود. خیلی بد. خیلی بد,0,109,کیفیت بسیار افتضاح بود قبلا از آیدا پلاس خرید کرده بودم ولی اینجوری نبود ژامبونش خمیر بود خیلی بد خیلی بد
سلام وقت بخیر غذا حدود ۲ ساعت بعد به دستمان رسید,0,48,سلام وقت بخیر غذا حدود  ساعت بعد به دستمان رسید
درسته رستوران نیست و نمیشه ازش توقعی داشت ولی واقعا ساندویچی ک دو پر کالباس فقط به این قیمت نمیارزه. پیراشکی داغ و خوشمزه بود. برخورد پیکم وااقعا مودبانه بود. ممنون از اسنپ,0,172,درسته رستوران نیست و نمیشه ازش توقعی داشت ولی واقعا ساندویچی ک دو پر کالباس فقط به این قیمت نمیارزه پیراشکی داغ و خوشمزه بود برخورد پیکم وااقعا مودبانه بود ممنون از اسنپ
. غذا سرد شده بود ۲. قیمت به نسبت سایر رستوران‌ها با کیفیت برابر بالاتر است.,1,76,غذا سرد شده بود  قیمت به نسبت سایر رستورانها با کیفیت برابر بالاتر است
کیفیت غذا خوب بود و سریع هم رسید. دستتون درد نکنه:),1,51,کیفیت غذا خوب بود و سریع هم رسید دستتون درد نکنه
آجیل شیرین سفارش دادم ولی بادام و فندقش شور هستند,0,49,آجیل شیرین سفارش دادم ولی بادام و فندقش شور هستند
خوشمزه بود ولی کمی سرد شده بود.,1,31,خوشمزه بود ولی کمی سرد شده بود
من گاتا رول دارچین و گردو سفارش دادم بدون هماهنگی اصلا یک چیز دیگه فرستادم باید قبلش اطلاع می‌دادن که ندارن حداقل,0,113,من گاتا رول دارچین و گردو سفارش دادم بدون هماهنگی اصلا یک چیز دیگه فرستادم باید قبلش اطلاع میدادن که ندارن حداقل
اصلا تازه نبود موادش انگار تو فریزر نگه‌داشتن,0,45,اصلا تازه نبود موادش انگار تو فریزر نگهداشتن
بسته بندی پاره شده در هوای بارانی و خیس به دستمون رسید و به کاملا سرد و بی‌کیفیت واقعا متاسفم که از این رستوران سفارش دادم,0,122,بسته بندی پاره شده در هوای بارانی و خیس به دستمون رسید و به کاملا سرد و بیکیفیت واقعا متاسفم که از این رستوران سفارش دادم
غذا بسیار خوب و خوشمزه و متفاوت ولی سرد به دست ما رسید.,0,55,غذا بسیار خوب و خوشمزه و متفاوت ولی سرد به دست ما رسید
نون خامه‌ای خوب بود اما تارت اصلا تازه نبود طعمشم جالب نبود پشیمون شدم,1,70,نون خامهای خوب بود اما تارت اصلا تازه نبود طعمشم جالب نبود پشیمون شدم
ایرادی به آلپارو نیست، اما غذا کاملا سرد و از دهن افتاده بود! ۲ ساعت بعد از زمان سفارش، غذا به دست من رسید!,0,107,ایرادی به آلپارو نیست اما غذا کاملا سرد و از دهن افتاده بود  ساعت بعد از زمان سفارش غذا به دست من رسید
خیلی سریع ارسال شد. ممنونم,1,26,خیلی سریع ارسال شد ممنونم
شیرینی زبان خیلی نازک بود و لی در کل تازه و خوشمزه بود.,1,55,شیرینی زبان خیلی نازک بود و لی در کل تازه و خوشمزه بود
ذرت‌های روی پیتزا سبزیجات کاملا سوخته بود و پیتزا بیش از حد در فر قرار گرفته بود,1,80,ذرتهای روی پیتزا سبزیجات کاملا سوخته بود و پیتزا بیش از حد در فر قرار گرفته بود
متاسفانه کیفیت غذا نسبت به قبل خیلی پایین اومده بود نازک‌تر شده,0,63,متاسفانه کیفیت غذا نسبت به قبل خیلی پایین اومده بود نازکتر شده
گوشت بسیار بد طعم بود,0,21,گوشت بسیار بد طعم بود
کیفیت دونر خیلی پایین اومده و گوشت دونر خالص نیست و با سویا مخلوط شده.,0,70,کیفیت دونر خیلی پایین اومده و گوشت دونر خالص نیست و با سویا مخلوط شده
پیتزاش خوشگل بود ولی خوشمزه نبود,1,32,پیتزاش خوشگل بود ولی خوشمزه نبود
کیفیت غذا نسبت به قیمت خوب بود ولی دیر اماده شد خیلی دیر,1,56,کیفیت غذا نسبت به قیمت خوب بود ولی دیر اماده شد خیلی دیر
معمولی بود، ولی گرم رسید.,1,25,معمولی بود ولی گرم رسید
خیلی بد بود از نخلک توقع نمی‌رفت خیلی طعم بد ونمیشد حتی تکه‌ای از این تارت با چنگال برداشت خورد شده بود تمام زیر تارت خورد بود وخیلی خیلی طعم بدی داشت,0,150,خیلی بد بود از نخلک توقع نمیرفت خیلی طعم بد ونمیشد حتی تکهای از این تارت با چنگال برداشت خورد شده بود تمام زیر تارت خورد بود وخیلی خیلی طعم بدی داشت
غذا خیلی سرد بود در صورتیکه فاصله ما خیلی کم است,0,48,غذا خیلی سرد بود در صورتیکه فاصله ما خیلی کم است
تغییر نوع اسباب بازی‌ها خوب بود. سیب زمینی‌ها عالی بود و خمیر نشده بود، اما یه مقدار کیفیت نسبت به روزای اول افت کرده مخصوصن گوشت همبرگرها.,1,139,تغییر نوع اسباب بازیها خوب بود سیب زمینیها عالی بود و خمیر نشده بود اما یه مقدار کیفیت نسبت به روزای اول افت کرده مخصوصن گوشت همبرگرها
ساندویچ خیلی بد بود. قارچ که اصلا نداشت. پنیرش هم خیلی کم پود. سوسیس هم فوق‌العاده بی‌کیفیت بود. سس هم نداشت. دلستر هم سفارش داده بودیم که با اینکه پولش محاسبه‌شده بود نفرستادن.,0,177,ساندویچ خیلی بد بود قارچ که اصلا نداشت پنیرش هم خیلی کم پود سوسیس هم فوقالعاده بیکیفیت بود سس هم نداشت دلستر هم سفارش داده بودیم که با اینکه پولش محاسبهشده بود نفرستادن
افتضاح بود نابود شده بود,0,24,افتضاح بود نابود شده بود
عدد بستنی کم آوردن قیفی ۲ تا بود یکی آوردن نونی هم نیاوردن,0,58,عدد بستنی کم آوردن قیفی  تا بود یکی آوردن نونی هم نیاوردن
اولین بار بود خرید کردم پیتزا خوش‌مزه و گرم بود و زود رسید ممنونم,1,65,اولین بار بود خرید کردم پیتزا خوشمزه و گرم بود و زود رسید ممنونم
با سلام مثل همیشه عالی بود ممنون,1,32,با سلام مثل همیشه عالی بود ممنون
به چه دلیل آیتمی که موجود نیست را روی وبسایت موجود اعلام می‌کنید؟ در نتیجه این اشتباه شما، ۷۰ هزار تومان به جای اینکه صرف خرید کالا شود به اعتبار اسنپ فود من اضافه شد!,0,167,به چه دلیل آیتمی که موجود نیست را روی وبسایت موجود اعلام میکنید در نتیجه این اشتباه شما  هزار تومان به جای اینکه صرف خرید کالا شود به اعتبار اسنپ فود من اضافه شد
واقعا برای ۳ تا پیتزا باید یک ساعت کامل منتظر شد؟؟؟,0,51,واقعا برای  تا پیتزا باید یک ساعت کامل منتظر شد
برای آماده سازی غذا یک ساعت زمان طولانی‌ای میباشدحتما رسیدگی شود,0,64,برای آماده سازی غذا یک ساعت زمان طولانیای میباشدحتما رسیدگی شود
عالی بود، طعم، مزه، کیفیت. گرم گرم رسید,1,39,عالی بود طعم مزه کیفیت گرم گرم رسید
کیفیت غذا مثل همیشه عالی بود برخورد پیک مودبانه بود فقط غذا تا حدودی سرد بود,1,76,کیفیت غذا مثل همیشه عالی بود برخورد پیک مودبانه بود فقط غذا تا حدودی سرد بود
از ۴ تا ایتم سه موردشو با موجودی که داشتن عوض کردن,0,50,از  تا ایتم سه موردشو با موجودی که داشتن عوض کردن
مرغ کهنه سرد و خشک سس هیچ شباهتی از نظر مزه و ظاهر با سس سزار نداشت، ابکی سبز رنگ و بد مزه، در کل بسیار بد اگه امتیاز صفر وجود داشت مناسب‌تر از ۱ بود,0,149,مرغ کهنه سرد و خشک سس هیچ شباهتی از نظر مزه و ظاهر با سس سزار نداشت ابکی سبز رنگ و بد مزه در کل بسیار بد اگه امتیاز صفر وجود داشت مناسبتر از  بود
به شدت سیاه، سنگ، سوخته و مانده در کل افتضاح به تمام معنا.,0,58,به شدت سیاه سنگ سوخته و مانده در کل افتضاح به تمام معنا
همه چیز مثل همیشه خوب بود، فقط کاهو‌های یکی از سالاد‌ها دیگه بیش اندازه بزرگ بود و باید با چاقو به قسمت‌های کوچیکتر تقسیم می‌کردیم,1,130,همه چیز مثل همیشه خوب بود فقط کاهوهای یکی از سالادها دیگه بیش اندازه بزرگ بود و باید با چاقو به قسمتهای کوچیکتر تقسیم میکردیم
واقعا از این بهتر نمی‌شد. فقط یه موضوعی، هات داگش دیگه اضافی بود و میشه حذفش کرد و قیمتو یکم کاهش داد.. در کل تو این چند وقت، برگر با این کیفیت نخورده بودم. ممنون,1,162,واقعا از این بهتر نمیشد فقط یه موضوعی هات داگش دیگه اضافی بود و میشه حذفش کرد و قیمتو یکم کاهش داد در کل تو این چند وقت برگر با این کیفیت نخورده بودم ممنون
عالی و خوش‌سلیقه و البته تازه,1,29,عالی و خوشسلیقه و البته تازه
طعم غذا خوب بود ولی مواد بسیار کمی استفاده‌شده بود و با این قیمت اصلا ارزش خرید ندارد بیشتر پیتزا نان بود,0,105,طعم غذا خوب بود ولی مواد بسیار کمی استفادهشده بود و با این قیمت اصلا ارزش خرید ندارد بیشتر پیتزا نان بود
تنها ایرادش این بود که نان کاملا سرد بود,1,40,تنها ایرادش این بود که نان کاملا سرد بود
هر سه مورد عالی بخصوص شیرینی کشمشی تا الان شیرینی کشمشی به این تازگی و خوشمزگی نخورده بودم,1,90,هر سه مورد عالی بخصوص شیرینی کشمشی تا الان شیرینی کشمشی به این تازگی و خوشمزگی نخورده بودم
استپ فود کارش خوب بود قیمت و کیفیت خوب نبود,1,43,استپ فود کارش خوب بود قیمت و کیفیت خوب نبود
نحوه ارسال بسیار بد، کیک قابل سرو نبود,0,38,نحوه ارسال بسیار بد کیک قابل سرو نبود
کیفیت خوب کالباس و همچنین کاهو و گوجه‌های تازه با نان تازه اسنپ اکسپرسم که مثل همیشه برخورد عالی داشت در کل مثل همیشه راضی,1,122,کیفیت خوب کالباس و همچنین کاهو و گوجههای تازه با نان تازه اسنپ اکسپرسم که مثل همیشه برخورد عالی داشت در کل مثل همیشه راضی
استیک خام بود و خوب پخته نشده بود و قرار بود پرسی باشه اما ساندویچی بود,0,71,استیک خام بود و خوب پخته نشده بود و قرار بود پرسی باشه اما ساندویچی بود
بسیار عالی و خوشمزه و سر وقت. به همه پیشنهاد می‌کنم,1,51,بسیار عالی و خوشمزه و سر وقت به همه پیشنهاد میکنم
کیفیت غذا خوب بود اما سالاد انگار از طبقه بیستم افتاده بود همه چیش تحت فشار له‌شده بود ضمنا یه نوشابه اضافه فرستاده بودین,1,121,کیفیت غذا خوب بود اما سالاد انگار از طبقه بیستم افتاده بود همه چیش تحت فشار لهشده بود ضمنا یه نوشابه اضافه فرستاده بودین
راضی بودم خوشمزه بود,1,20,راضی بودم خوشمزه بود
راصی بودم از جفتشون. فقط سرد رسید دستم و مجبور شدم دوباره داغشون کنم.,1,69,راصی بودم از جفتشون فقط سرد رسید دستم و مجبور شدم دوباره داغشون کنم
عالی بود مثل همیشه … نون سنگک داغ هم زحمت کشیدن اوردن، تحویل هم به سرعت بود و حلیم داغ داغ …,1,92,عالی بود مثل همیشه  نون سنگک داغ هم زحمت کشیدن اوردن تحویل هم به سرعت بود و حلیم داغ داغ
قاشق چنگال شکسته فرستادید,1,25,قاشق چنگال شکسته فرستادید
غذا بسیار خوب بود و امیدوارم به همین روال غذا دست مشتریانتون برسونید,1,68,غذا بسیار خوب بود و امیدوارم به همین روال غذا دست مشتریانتون برسونید
هیچ وقت نباید مرغ رو با اب ش داخل ضرف بریزید ممنونم از شما,1,58,هیچ وقت نباید مرغ رو با اب ش داخل ضرف بریزید ممنونم از شما
نون ساندویچ مونده بود وتو دست پودر می‌شد,1,40,نون ساندویچ مونده بود وتو دست پودر میشد
من دو تا بسته بادام‌زمینی ۴ هزار تومانی سفارش داده بودم. برام دو تا بسته کوچک ۲ هزار تومانی ارسال‌شده.,0,102,من دو تا بسته بادامزمینی  هزار تومانی سفارش داده بودم برام دو تا بسته کوچک  هزار تومانی ارسالشده
اصلا مثل همیشه نبود و نصف مقدار اصلی و همیشگی بود. کیفیتش نسبت به قبل بسیار پایین اومده بود,0,91,اصلا مثل همیشه نبود و نصف مقدار اصلی و همیشگی بود کیفیتش نسبت به قبل بسیار پایین اومده بود
واقعا این همه نونی که با غذا ارسال‌شده به حجم غذا توجه شده این همه بربری رو باید چیکار کنیم ما,0,94,واقعا این همه نونی که با غذا ارسالشده به حجم غذا توجه شده این همه بربری رو باید چیکار کنیم ما
سالاد در یک قالب مناسب و با ظاهری خوبی تزیین شده بود ولی در مجموع مخلفات داخل سالاد بسیار کم بود و بیشتر حجم سالا کاهو بود.,0,123,سالاد در یک قالب مناسب و با ظاهری خوبی تزیین شده بود ولی در مجموع مخلفات داخل سالاد بسیار کم بود و بیشتر حجم سالا کاهو بود
همیشه زود سفارش میرسه عالی,1,26,همیشه زود سفارش میرسه عالی
بسیار عالی تشکر از پرسنل و مدیریت فست فود بلوط,1,46,بسیار عالی تشکر از پرسنل و مدیریت فست فود بلوط
ممنون راضی بودم. پیک هم عالی بود. سپاس,1,38,ممنون راضی بودم پیک هم عالی بود سپاس
داغ و خوشمزه بود …عالی. ممنون از اسنپ فود و نان سحر,1,51,داغ و خوشمزه بود عالی ممنون از اسنپ فود و نان سحر
جالب نبود این دفعه,0,18,جالب نبود این دفعه
کیفیت کبابش خوب بود ولی گوجش یکی نپخته بود و نسبت به قیمتش خیلی گرونه,1,69,کیفیت کبابش خوب بود ولی گوجش یکی نپخته بود و نسبت به قیمتش خیلی گرونه
وقتی آب معدنی نستله سفارش میدم یعنی فقط همین مارک نه اینکه هرچی دارید رو بفرستید، اگرم ندارید چرا غیر فعال نمی‌کنید که سفارش ندیم,0,129,وقتی آب معدنی نستله سفارش میدم یعنی فقط همین مارک نه اینکه هرچی دارید رو بفرستید اگرم ندارید چرا غیر فعال نمیکنید که سفارش ندیم
خیلی خوب بود غذا داغ رسید وسریع فقط اینکه قاشق و چنگال نداشت ولی در کل خوب بود,1,78,خیلی خوب بود غذا داغ رسید وسریع فقط اینکه قاشق و چنگال نداشت ولی در کل خوب بود
اندازه و مواد پیتزا نسبت به مبلغی که پرداخت شد بسیار کم بود,0,59,اندازه و مواد پیتزا نسبت به مبلغی که پرداخت شد بسیار کم بود
ماهی واقعا واقعا واقعا بد بود، دور ریخته شد,0,43,ماهی واقعا واقعا واقعا بد بود دور ریخته شد
کتلت خوب بود، اما سرد بود، اگه گرم بود امتیاز کامل می‌گرفت,1,58,کتلت خوب بود اما سرد بود اگه گرم بود امتیاز کامل میگرفت
متاسفم، اگر غذا را درست می‌کردیم، ۲ ساعت طول نمی‌کشید,0,53,متاسفم اگر غذا را درست میکردیم  ساعت طول نمیکشید
کیفیت کباب‌ها و دورچین خیلی خوب بود. و نکته خوب این بود که وقتی تحویل گرفتم کاملا گرم بود.,1,90,کیفیت کبابها و دورچین خیلی خوب بود و نکته خوب این بود که وقتی تحویل گرفتم کاملا گرم بود
سیر استیک خیلی چرب بود,1,22,سیر استیک خیلی چرب بود
اقلامی که سفارش دادم به موقع به دستم رسید و تاریخ لبنیات خوب بود,1,64,اقلامی که سفارش دادم به موقع به دستم رسید و تاریخ لبنیات خوب بود
من یه چیپس سوپر زمزم سفارش داده بودم به قیمت ۷ تومن و واسه من ارسال نکردن,0,73,من یه چیپس سوپر زمزم سفارش داده بودم به قیمت  تومن و واسه من ارسال نکردن
بسیار عالی و خوشمزه ضمن اینکه بسته بندی هم عالی بود,1,51,بسیار عالی و خوشمزه ضمن اینکه بسته بندی هم عالی بود
سوهان اصلا اونی نبود که گفته بودن خیلی هم گران هم بود,0,53,سوهان اصلا اونی نبود که گفته بودن خیلی هم گران هم بود
من تا حالا تو هیچ فست فودی مالیات بر ارزش افزوده نداده بودم با این قیمت بالای غذاهاشون و حجم غذا بسیار کم,0,105,من تا حالا تو هیچ فست فودی مالیات بر ارزش افزوده نداده بودم با این قیمت بالای غذاهاشون و حجم غذا بسیار کم
پیک طوری حرف میزنه انگار وظیفش چیزی جز تحویل سفارشه. یه تست اخلاق بگیرید ازشون.,0,79,پیک طوری حرف میزنه انگار وظیفش چیزی جز تحویل سفارشه یه تست اخلاق بگیرید ازشون
نوشابه فنتا لایت درخواست داده بودمدرصورتیکه فانت معمولی اوردند,0,62,نوشابه فنتا لایت درخواست داده بودمدرصورتیکه فانت معمولی اوردند
هیچ سس‌ای در جعبه ارسالی نبود و ساندویچ خشک بود.,0,48,هیچ سسای در جعبه ارسالی نبود و ساندویچ خشک بود
بسیار کیفیت پایین بود,0,21,بسیار کیفیت پایین بود
متاسفانه بعد از دوساعت از ارسال من رسیدم منزل و دیدم نیمی از سفارش من ارسال نشده با فروشگاه تماس گرفتم با کمال خونسردی میگن جا مونده با پشتیبانی تماس بگیرید واقعا متاسفم و این اخرین خرید من از شما بود,0,200,متاسفانه بعد از دوساعت از ارسال من رسیدم منزل و دیدم نیمی از سفارش من ارسال نشده با فروشگاه تماس گرفتم با کمال خونسردی میگن جا مونده با پشتیبانی تماس بگیرید واقعا متاسفم و این اخرین خرید من از شما بود
بجز یک‌لایه پنیر و کالباس هیچی نداشت و حجمش خیلی کم بود,0,55,بجز یکلایه پنیر و کالباس هیچی نداشت و حجمش خیلی کم بود
من نسکافه فوری می‌خاستم بجاش پودر خامه نستله فرستادید!,0,54,من نسکافه فوری میخاستم بجاش پودر خامه نستله فرستادید
کیفیت خوب بود ولی اصلا مزه نداشت بسیار بی‌مزه بود,0,49,کیفیت خوب بود ولی اصلا مزه نداشت بسیار بیمزه بود
ارسال کاملا به موقع و پیک فوق‌العاده مودب. سپاسگزارم.,1,53,ارسال کاملا به موقع و پیک فوقالعاده مودب سپاسگزارم
کیفیت و حجم غدا بسیار خوب بود غذا، گرم به دستم رسید نوشابه خیلی خنک بود و عالی بود بسته بندی مناسب بود,1,102,کیفیت و حجم غدا بسیار خوب بود غذا گرم به دستم رسید نوشابه خیلی خنک بود و عالی بود بسته بندی مناسب بود
سفارش خیلی زود رسید. خوشمزه بود,1,31,سفارش خیلی زود رسید خوشمزه بود
من لاک پاک‌کن دکتر لندر سفارش داده بودم ولی ناژه برام فرستادن. قیمتش هم فرق داره,0,80,من لاک پاککن دکتر لندر سفارش داده بودم ولی ناژه برام فرستادن قیمتش هم فرق داره
کیفیت عالی بود ممنون بابت این سطح از کیفیت,1,42,کیفیت عالی بود ممنون بابت این سطح از کیفیت
غذاهای خوب و خوشمزه,1,19,غذاهای خوب و خوشمزه
اولا پیک سر موقع رسید ولی غذا یخ بود …ولرم نه کاملا یخ دوما خواهشا چیزی رو بلد نیستین درست نکنید …واقعا هیچ طعمی از پستو احساس نمی‌شد,0,133,اولا پیک سر موقع رسید ولی غذا یخ بود ولرم نه کاملا یخ دوما خواهشا چیزی رو بلد نیستین درست نکنید واقعا هیچ طعمی از پستو احساس نمیشد
با سلام و تشکر: ممنون میشم همراه با سفارش، پک قاشق و چنگال حاوی دستمال هم بفرستید. یک عدد چنگال خالی برای پاستا می‌فرستید کافی نیست. بسیار ممنونم.,1,146,با سلام و تشکر ممنون میشم همراه با سفارش پک قاشق و چنگال حاوی دستمال هم بفرستید یک عدد چنگال خالی برای پاستا میفرستید کافی نیست بسیار ممنونم
پیتزا چندان مناسب نبود,1,22,پیتزا چندان مناسب نبود
مقدار غذا به شدت کم بود. اما کیفیت عالی,1,39,مقدار غذا به شدت کم بود اما کیفیت عالی
دوتا سس برای این ساندویچ واقعا کم,1,33,دوتا سس برای این ساندویچ واقعا کم
پیتزا خیلی خوشمزه و جالبی بود و گرم و سریع هم رسید ممنون,1,56,پیتزا خیلی خوشمزه و جالبی بود و گرم و سریع هم رسید ممنون
پیتزاش خیلی بد بود و طعم خوبی نداشت و بی‌مزه بود گوشتش هم بیش از حد بود فقط سیب زمینیش خوب بود,0,94,پیتزاش خیلی بد بود و طعم خوبی نداشت و بیمزه بود گوشتش هم بیش از حد بود فقط سیب زمینیش خوب بود
خوده خورشت قیمه عالی بود مزه قیمه خونگی می‌داد کاملا و حجمش هم خیلی خوب و به اندازه بود ولی بادمجون به حدی تلخ بود که اصلا نتونستم بخورم برنجش هم معمولی بود و غذا خیلی سریع رسید از این بابت ممنون,0,195,خوده خورشت قیمه عالی بود مزه قیمه خونگی میداد کاملا و حجمش هم خیلی خوب و به اندازه بود ولی بادمجون به حدی تلخ بود که اصلا نتونستم بخورم برنجش هم معمولی بود و غذا خیلی سریع رسید از این بابت ممنون
زمان تحویل ۹۰ دقیقه بود. متاسفانه وقتی تلفنی از رستوران پیگیری کردم من رو به اسنپ فود پاس دادند و گوشی رو قطع کردند.,0,116,زمان تحویل  دقیقه بود متاسفانه وقتی تلفنی از رستوران پیگیری کردم من رو به اسنپ فود پاس دادند و گوشی رو قطع کردند
غذا خیلی دیر رسید و پیک غذا رو به خودم تحویل نداد سیب‌زمینی‌های سالاد روس خوب نپخته بودن اما از پیتزا و سالاد ماکارونی راضی بودم,1,128,غذا خیلی دیر رسید و پیک غذا رو به خودم تحویل نداد سیبزمینیهای سالاد روس خوب نپخته بودن اما از پیتزا و سالاد ماکارونی راضی بودم
لذیذ و اندک بود.,1,16,لذیذ و اندک بود
سلام بی کیفیت‌ترین ساندویچ فیله عمرم رو خوردم، داخل باگد. باریکه‌ای از فیله بود نازک و باریک و همش کاهو و خیارشور می‌خوری تا فیله به هیچ عنوان پیشنهاد نمیشه,0,156,سلام بی کیفیتترین ساندویچ فیله عمرم رو خوردم داخل باگد باریکهای از فیله بود نازک و باریک و همش کاهو و خیارشور میخوری تا فیله به هیچ عنوان پیشنهاد نمیشه
قنادی اصل تبریز تشکر می‌کنم ازتون، هم بابت کیک خوشمزه و تازه هم اینکه لطف کردین به پیک سفارش کرده بودید که مراقب باشه کیک در مسیر ظاهرش بهم نریزه، از پیک اسنپ که برخورد مسئولانه و بسیار محترم هم داشتن سپاسگزارم,1,210,قنادی اصل تبریز تشکر میکنم ازتون هم بابت کیک خوشمزه و تازه هم اینکه لطف کردین به پیک سفارش کرده بودید که مراقب باشه کیک در مسیر ظاهرش بهم نریزه از پیک اسنپ که برخورد مسئولانه و بسیار محترم هم داشتن سپاسگزارم
بلدنیستین قهوه درست کنید نزارید تو منو لطفا. لاته اصلا اینی نبود ک شما درست کردین مزه قهوه سوخته میده شیرم نداشت,0,112,بلدنیستین قهوه درست کنید نزارید تو منو لطفا لاته اصلا اینی نبود ک شما درست کردین مزه قهوه سوخته میده شیرم نداشت
پیزا مثل همیشه عالی. ولی سیب‌زمینی این سری هم بد بود. اینقدر بد بود که نخوردیم همشو ریختم دور.,1,94,پیزا مثل همیشه عالی ولی سیبزمینی این سری هم بد بود اینقدر بد بود که نخوردیم همشو ریختم دور
علیرغم اینکه در توضیحات ساندویچ، نوشته بودن سس مخصوص، ساندویچ سس نداشت و فقط یک بسته سس سفید و قرمز کنارش گذاشته بودن,0,117,علیرغم اینکه در توضیحات ساندویچ نوشته بودن سس مخصوص ساندویچ سس نداشت و فقط یک بسته سس سفید و قرمز کنارش گذاشته بودن
خیلی بد بود مرغ بد طعم سوخته و تکه‌های استخوان داشت،,0,52,خیلی بد بود مرغ بد طعم سوخته و تکههای استخوان داشت
خوب بود فقط اینکه ما محدوده بود ادرسمون ۳ هزار تومن زیاده بابت هزینه‌ی پیک,1,74,خوب بود فقط اینکه ما محدوده بود ادرسمون  هزار تومن زیاده بابت هزینهی پیک
ممنون از مدیریت، فقط اجناس کامل و تنوع نداره، نمونه امروز اصلا تخم‌مرغ نداشنید که گزینه اصلی است. سپاسگزار,1,106,ممنون از مدیریت فقط اجناس کامل و تنوع نداره نمونه امروز اصلا تخممرغ نداشنید که گزینه اصلی است سپاسگزار
تنها ایرادی که وجود داشت این بود که غذا خیلی دیر به دستم رسید,1,61,تنها ایرادی که وجود داشت این بود که غذا خیلی دیر به دستم رسید
بسیار بد بود، به شکلی که احتمالا اخرین باری بود که از باروژ خرید می‌کنم، مرغ مونده بود کاملا,0,92,بسیار بد بود به شکلی که احتمالا اخرین باری بود که از باروژ خرید میکنم مرغ مونده بود کاملا
زودتر از زمانی که زد رسید عالی,1,30,زودتر از زمانی که زد رسید عالی
سلام من دوتا آیس پک سفارش دادم اصلا راضی نبودم هم مزه خوبی نداشت هم اینکه ایقدر سفت بود که قادر به خوردن نبودم,0,110,سلام من دوتا آیس پک سفارش دادم اصلا راضی نبودم هم مزه خوبی نداشت هم اینکه ایقدر سفت بود که قادر به خوردن نبودم
طعمش عالی بود ولی پنیرش کم بود,1,30,طعمش عالی بود ولی پنیرش کم بود
عالی، غذای گرم، سریع، بسته بندی بدون نقص، کلی هم مخلفات کنار غذا بود، کیفیت برنج و گوشت هم حرف نداشت,1,100,عالی غذای گرم سریع بسته بندی بدون نقص کلی هم مخلفات کنار غذا بود کیفیت برنج و گوشت هم حرف نداشت
خیلی خیلی گران است!!!!!!!!!!!!!!!,0,33,خیلی خیلی گران است
خوشمزه بود ولی حجم غذا کم بود,1,29,خوشمزه بود ولی حجم غذا کم بود
کوئین عالی بود ولی نون سیرشو دوست نداشتیم.,1,42,کوئین عالی بود ولی نون سیرشو دوست نداشتیم
همه چیز خوب بود بسته بندی عالی بود و سوپ خوب بود اما حیف که برنج کیفیت خوبی نداشت و خارجی بود,1,93,همه چیز خوب بود بسته بندی عالی بود و سوپ خوب بود اما حیف که برنج کیفیت خوبی نداشت و خارجی بود
همه چیز عالی بود، موفق باشید,1,28,همه چیز عالی بود موفق باشید
ساندویچ‌های پلاک کوچکتر و کوچکتر می‌شود!!,1,41,ساندویچهای پلاک کوچکتر و کوچکتر میشود
مرغ کاملا نپخته و غیر قابل خوردن کی دیده از مرغ سوخاری روغن و خونابه بچکه؟؟ سراسر روغن. جعبه از روغن خیس بود اصلا پیشنهاد تجربشو نمیدم پیک خوب بسته بندی خوب,0,156,مرغ کاملا نپخته و غیر قابل خوردن کی دیده از مرغ سوخاری روغن و خونابه بچکه سراسر روغن جعبه از روغن خیس بود اصلا پیشنهاد تجربشو نمیدم پیک خوب بسته بندی خوب
بال مرغ واقعا بد بود. هم نپخته هم بو می‌داد. کباب برگ هم خیلی سفت بود,0,69,بال مرغ واقعا بد بود هم نپخته هم بو میداد کباب برگ هم خیلی سفت بود
فوق العادس هر بار سفارش میدم لذت می‌برم مرسی از غذا,1,51,فوق العادس هر بار سفارش میدم لذت میبرم مرسی از غذا
غذا سرد بود ران مرغ سیاه بود و نتونستم بخورم,0,44,غذا سرد بود ران مرغ سیاه بود و نتونستم بخورم
همه چیش خوب بود فقط قیمتش گرونه برای این پیتزا,1,46,همه چیش خوب بود فقط قیمتش گرونه برای این پیتزا
کیفیت برنج به طور قابل توجهی کاهش پیدا کرده اصلاح نشه رستوران‌هایی با همین رنج قیمت اما کیفیت بهتر وجود داره این اطراف بهتره به فکر باشین، جوجه هم اندازش کوچکتر از دفعات قبل بود,0,177,کیفیت برنج به طور قابل توجهی کاهش پیدا کرده اصلاح نشه رستورانهایی با همین رنج قیمت اما کیفیت بهتر وجود داره این اطراف بهتره به فکر باشین جوجه هم اندازش کوچکتر از دفعات قبل بود
